7.259999999999999787e-01,1.660000000000000087e-01,-2.860000000000000042e-02,-2.479999999999999913e-02
8.519999999999999796e-01,2.139999999999999958e-01,1.519999999999999997e-02,-4.599999999999999922e-02
8.509999999999999787e-01,2.230000000000000038e-01,1.150000000000000050e-01,-3.969999999999999918e-02
8.930000000000000160e-01,2.520000000000000018e-01,1.630000000000000060e-01,-2.960000000000000131e-02
8.469999999999999751e-01,2.300000000000000100e-01,2.520000000000000018e-01,7.150000000000000105e-03
7.590000000000000080e-01,1.719999999999999862e-01,2.599999999999999881e-02,-4.630000000000000088e-02
8.199999999999999512e-01,2.169999999999999984e-01,1.469999999999999918e-01,-7.019999999999999851e-02
8.050000000000000488e-01,2.030000000000000138e-01,1.300000000000000044e-01,-5.380000000000000060e-02
7.530000000000000027e-01,1.749999999999999889e-01,1.239999999999999991e-01,-5.990000000000000185e-02
7.279999999999999805e-01,1.610000000000000042e-01,1.360000000000000098e-01,-1.880000000000000074e-02
6.979999999999999538e-01,1.409999999999999865e-01,8.790000000000000591e-02,-3.780000000000000027e-02
6.640000000000000346e-01,1.189999999999999947e-01,7.270000000000000073e-02,-1.669999999999999957e-02
7.059999999999999609e-01,1.469999999999999918e-01,1.759999999999999898e-01,-6.350000000000000089e-02
7.029999999999999583e-01,1.459999999999999909e-01,2.169999999999999984e-01,2.529999999999999957e-02
6.710000000000000409e-01,1.199999999999999956e-01,1.260000000000000009e-01,1.379999999999999977e-02
6.750000000000000444e-01,1.330000000000000071e-01,2.020000000000000129e-01,8.350000000000000477e-02
6.550000000000000266e-01,1.089999999999999997e-01,1.089999999999999997e-01,5.510000000000000141e-03
6.540000000000000258e-01,1.209999999999999964e-01,1.940000000000000058e-01,5.970000000000000306e-02
6.410000000000000142e-01,1.110000000000000014e-01,1.749999999999999889e-01,6.049999999999999822e-02
6.380000000000000115e-01,1.110000000000000014e-01,1.769999999999999907e-01,7.169999999999999984e-02
6.270000000000000018e-01,1.059999999999999970e-01,1.769999999999999907e-01,9.249999999999999889e-02
6.169999999999999929e-01,9.950000000000000511e-02,1.570000000000000007e-01,9.080000000000000571e-02
6.119999999999999885e-01,9.439999999999999780e-02,1.239999999999999991e-01,6.040000000000000230e-02
6.039999999999999813e-01,9.049999999999999711e-02,1.059999999999999970e-01,1.990000000000000102e-02
5.959999999999999742e-01,8.719999999999999973e-02,1.029999999999999943e-01,-2.299999999999999961e-02
5.899999999999999689e-01,8.890000000000000679e-02,1.219999999999999973e-01,1.250000000000000000e-01
5.839999999999999636e-01,8.999999999999999667e-02,1.380000000000000115e-01,1.700000000000000122e-01
5.749999999999999556e-01,8.599999999999999312e-02,1.219999999999999973e-01,1.670000000000000095e-01
5.709999999999999520e-01,8.540000000000000369e-02,1.290000000000000036e-01,2.030000000000000138e-01
5.540000000000000480e-01,7.320000000000000118e-02,7.449999999999999678e-02,-1.319999999999999993e-03
5.520000000000000462e-01,7.950000000000000122e-02,1.069999999999999979e-01,1.250000000000000000e-01
5.430000000000000382e-01,7.580000000000000626e-02,8.480000000000000038e-02,7.699999999999999900e-02
5.390000000000000346e-01,7.760000000000000231e-02,1.029999999999999943e-01,1.469999999999999918e-01
5.320000000000000284e-01,7.649999999999999856e-02,1.039999999999999952e-01,1.869999999999999996e-01
5.240000000000000213e-01,7.299999999999999545e-02,9.170000000000000373e-02,1.120000000000000023e-01
5.190000000000000169e-01,7.230000000000000315e-02,8.740000000000000546e-02,1.160000000000000059e-01
5.140000000000000124e-01,7.240000000000000602e-02,8.830000000000000349e-02,1.370000000000000107e-01
5.100000000000000089e-01,7.230000000000000315e-02,8.880000000000000393e-02,1.449999999999999900e-01
5.030000000000000027e-01,6.969999999999999807e-02,8.029999999999999638e-02,1.160000000000000059e-01
5.010000000000000009e-01,7.040000000000000424e-02,8.319999999999999618e-02,1.469999999999999918e-01
4.979999999999999982e-01,7.130000000000000226e-02,8.820000000000000062e-02,1.719999999999999862e-01
4.909999999999999920e-01,6.759999999999999343e-02,7.430000000000000493e-02,1.140000000000000041e-01
4.909999999999999920e-01,6.940000000000000335e-02,8.219999999999999529e-02,1.640000000000000069e-01
4.869999999999999885e-01,6.750000000000000444e-02,7.489999999999999436e-02,1.270000000000000018e-01
4.879999999999999893e-01,6.750000000000000444e-02,7.420000000000000207e-02,1.360000000000000098e-01
4.869999999999999885e-01,6.750000000000000444e-02,7.539999999999999480e-02,1.380000000000000115e-01
4.869999999999999885e-01,6.759999999999999343e-02,7.470000000000000251e-02,1.409999999999999865e-01
4.869999999999999885e-01,6.759999999999999343e-02,7.499999999999999722e-02,1.439999999999999891e-01
4.899999999999999911e-01,6.660000000000000642e-02,7.109999999999999654e-02,1.300000000000000044e-01
4.929999999999999938e-01,6.729999999999999871e-02,7.209999999999999742e-02,1.380000000000000115e-01
4.949999999999999956e-01,6.700000000000000400e-02,7.030000000000000138e-02,1.320000000000000062e-01
4.989999999999999991e-01,6.740000000000000158e-02,7.119999999999999940e-02,1.340000000000000080e-01
5.050000000000000044e-01,6.790000000000000202e-02,7.169999999999999984e-02,1.340000000000000080e-01
5.120000000000000107e-01,6.880000000000000004e-02,7.130000000000000226e-02,1.360000000000000098e-01
5.160000000000000142e-01,6.800000000000000488e-02,6.869999999999999718e-02,1.239999999999999991e-01
