# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.531643584370613098e-02 2.600695490837097168e-01 0.000000000000000000e+00 1.000000000000000000e+00 2.429549396038055420e-02 2.660900354385375977e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.171064615249633789e+00
1.000000000000000000e+03 9.196755476295948029e-03 7.795653771609067917e-03 2.796445297548189046e-09 3.788734320551156998e-04 1.019236911088228226e-02 7.215532474219799042e-03 2.796445297548189046e-09 3.788734320551156998e-04 7.946611046791076660e-01
2.000000000000000000e+03 5.980290472507476807e-03 4.785051569342613220e-03 9.391273465553240385e-07 1.496759214205667377e-04 6.231314968317747116e-03 4.566365387290716171e-03 9.391273465553240385e-07 1.496759214205667377e-04 6.335498690605163574e-01
3.000000000000000000e+03 2.063070191070437431e-03 2.774655120447278023e-03 5.812509940028576239e-08 3.909931547241285443e-05 2.242357470095157623e-03 2.648114925250411034e-03 5.812509940028576239e-08 3.909931547241285443e-05 3.787719905376434326e-01
4.000000000000000000e+03 4.150729510001838207e-04 5.359202623367309570e-04 1.092858656193129718e-05 2.929213587776757777e-05 4.905952373519539833e-04 4.396602453198283911e-04 1.092858656193129718e-05 2.929213587776757777e-05 1.073991507291793823e-01
5.000000000000000000e+03 4.272151636541821063e-05 6.136569572845473886e-05 3.323018660239540623e-08 1.573935151100158691e-07 5.812001109006814659e-05 4.524996620602905750e-05 3.323018660239540623e-08 1.573935151100158691e-07 3.560693189501762390e-02
6.000000000000000000e+03 3.550774999894201756e-05 5.779721686849370599e-05 2.203669055234058760e-06 3.441334683884633705e-07 3.642517185653559864e-05 4.514600732363760471e-05 2.203669055234058760e-06 3.441334683884633705e-07 2.034188807010650635e-02
7.000000000000000000e+03 1.288943894905969501e-05 2.226550714112818241e-05 6.135268293405715667e-09 1.443913788534700871e-08 1.655034975556191057e-05 2.204256634286139160e-05 6.135268293405715667e-09 1.443913788534700871e-08 1.373599655926227570e-02
8.000000000000000000e+03 1.057061217579757795e-05 1.840521326812449843e-05 1.389916803873347817e-07 3.953778104914817959e-08 1.307047205045819283e-05 1.727709241094999015e-05 1.389916803873347817e-07 3.953778104914817959e-08 1.152013335376977921e-02
9.000000000000000000e+03 8.682480984134599566e-05 3.396574902581050992e-05 1.347340912616346031e-05 4.091008122486528009e-06 1.039850685629062355e-04 4.291462391847744584e-05 1.347340912616346031e-05 4.091008122486528009e-06 1.192767452448606491e-02
1.000000000000000000e+04 7.543391348008299246e-06 1.257901840290287510e-05 8.788770267109669021e-10 3.922837663594691548e-07 1.087974305846728384e-05 1.353008701698854566e-05 8.788770267109669021e-10 3.922837663594691548e-07 9.119928814470767975e-03
1.100000000000000000e+04 7.578397344332188368e-06 9.478809261054266244e-06 4.066218934895005077e-07 3.176161555984435836e-08 1.170394261862384155e-05 1.235640138474991545e-05 4.066218934895005077e-07 3.176161555984435836e-08 7.659521885216236115e-03
1.200000000000000000e+04 4.790745151694864035e-06 7.548387657152488828e-06 1.539448568621537561e-08 1.497400958783146052e-08 7.163410373323131353e-06 9.324206985183991492e-06 1.539448568621537561e-08 1.497400958783146052e-08 7.020483724772930145e-03
1.300000000000000000e+04 9.270926966564729810e-05 8.654803968966007233e-05 6.510398179671028629e-06 4.356344288680702448e-05 1.035225577652454376e-04 9.281438542529940605e-05 6.510398179671028629e-06 4.356344288680702448e-05 1.230575144290924072e-02
1.400000000000000000e+04 6.181096068758051842e-06 6.157424195407656953e-06 5.928638415753084701e-07 2.251056230306858197e-07 9.150020559900440276e-06 8.672102012496907264e-06 5.928638415753084701e-07 2.251056230306858197e-07 5.745969712734222412e-03
1.500000000000000000e+04 1.203637657454237342e-04 4.198845999781042337e-05 2.536835199862252921e-05 8.182041710824705660e-06 1.312711392529308796e-04 4.785841156262904406e-05 2.536835199862252921e-05 8.182041710824705660e-06 1.131578348577022552e-02
1.600000000000000000e+04 3.300782964288373478e-06 4.255804924468975514e-06 1.431979086419232772e-07 2.401679921604227275e-07 5.118841272633289918e-06 6.032291366864228621e-06 1.431979086419232772e-07 2.401679921604227275e-07 4.788949154317378998e-03
1.700000000000000000e+04 1.989834709092974663e-05 1.853926914918702096e-05 2.008955107157817110e-06 1.028808674163883552e-05 1.866826642071828246e-05 1.898889604490250349e-05 2.008955107157817110e-06 1.028808674163883552e-05 6.860614288598299026e-03
1.800000000000000000e+04 2.398248216195497662e-05 2.260921428387518972e-05 5.621261607302585617e-06 7.961663186506484635e-07 2.439293348288629204e-05 1.979124681383837014e-05 5.621261607302585617e-06 7.961663186506484635e-07 7.916148751974105835e-03
1.900000000000000000e+04 2.625748165883123875e-04 4.318098654039204121e-04 9.728226359584368765e-06 2.548274642322212458e-04 2.490806218702346087e-04 4.469796258490532637e-04 9.728226359584368765e-06 2.548274642322212458e-04 2.347223088145256042e-02
2.000000000000000000e+04 1.350375214315135963e-06 2.029220468102721497e-06 8.667706552500931139e-10 1.070791455504149781e-09 2.005919441216974519e-06 3.162419261570903473e-06 8.667706552500931139e-10 1.070791455504149781e-09 3.168728901073336601e-03
