3.380000000000000226e-01,2.829999999999999738e-01
3.890000000000000124e-01,3.200000000000000067e-01
3.910000000000000142e-01,3.210000000000000075e-01
4.020000000000000240e-01,3.280000000000000138e-01
3.970000000000000195e-01,3.200000000000000067e-01
4.119999999999999774e-01,3.300000000000000155e-01
4.109999999999999765e-01,3.270000000000000129e-01
4.149999999999999800e-01,3.280000000000000138e-01
4.129999999999999782e-01,3.200000000000000067e-01
4.129999999999999782e-01,3.180000000000000049e-01
4.279999999999999916e-01,3.300000000000000155e-01
4.189999999999999836e-01,3.190000000000000058e-01
4.289999999999999925e-01,3.270000000000000129e-01
4.349999999999999978e-01,3.280000000000000138e-01
4.369999999999999996e-01,3.280000000000000138e-01
4.390000000000000013e-01,3.270000000000000129e-01
4.440000000000000058e-01,3.310000000000000164e-01
4.430000000000000049e-01,3.290000000000000147e-01
4.450000000000000067e-01,3.290000000000000147e-01
4.349999999999999978e-01,3.250000000000000111e-01
4.440000000000000058e-01,3.300000000000000155e-01
4.450000000000000067e-01,3.310000000000000164e-01
4.430000000000000049e-01,3.300000000000000155e-01
4.440000000000000058e-01,3.310000000000000164e-01
4.410000000000000031e-01,3.300000000000000155e-01
4.410000000000000031e-01,3.320000000000000173e-01
4.359999999999999987e-01,3.300000000000000155e-01
4.319999999999999951e-01,3.320000000000000173e-01
4.309999999999999942e-01,3.310000000000000164e-01
4.289999999999999925e-01,3.330000000000000182e-01
4.239999999999999880e-01,3.310000000000000164e-01
4.209999999999999853e-01,3.320000000000000173e-01
4.179999999999999827e-01,3.320000000000000173e-01
4.119999999999999774e-01,3.360000000000000209e-01
4.079999999999999738e-01,3.310000000000000164e-01
4.060000000000000275e-01,3.340000000000000191e-01
3.990000000000000213e-01,3.300000000000000155e-01
3.930000000000000160e-01,3.300000000000000155e-01
3.940000000000000169e-01,3.340000000000000191e-01
3.870000000000000107e-01,3.310000000000000164e-01
3.800000000000000044e-01,3.280000000000000138e-01
3.780000000000000027e-01,3.300000000000000155e-01
3.719999999999999973e-01,3.290000000000000147e-01
3.750000000000000000e-01,3.340000000000000191e-01
3.709999999999999964e-01,3.340000000000000191e-01
3.639999999999999902e-01,3.290000000000000147e-01
3.639999999999999902e-01,3.330000000000000182e-01
3.609999999999999876e-01,3.330000000000000182e-01
3.579999999999999849e-01,3.320000000000000173e-01
3.569999999999999840e-01,3.330000000000000182e-01
3.499999999999999778e-01,3.250000000000000111e-01
3.539999999999999813e-01,3.320000000000000173e-01
3.549999999999999822e-01,3.330000000000000182e-01
3.400000000000000244e-01,3.220000000000000084e-01
3.479999999999999760e-01,3.270000000000000129e-01
3.479999999999999760e-01,3.270000000000000129e-01
3.430000000000000271e-01,3.230000000000000093e-01
3.459999999999999742e-01,3.240000000000000102e-01
3.479999999999999760e-01,3.230000000000000093e-01
3.669999999999999929e-01,3.479999999999999760e-01
3.479999999999999760e-01,3.210000000000000075e-01
3.609999999999999876e-01,3.310000000000000164e-01
3.509999999999999787e-01,3.200000000000000067e-01
3.579999999999999849e-01,3.220000000000000084e-01
3.659999999999999920e-01,3.260000000000000120e-01
3.489999999999999769e-01,3.079999999999999960e-01
3.529999999999999805e-01,3.140000000000000013e-01
3.619999999999999885e-01,3.079999999999999960e-01
3.559999999999999831e-01,3.109999999999999987e-01
