3.619999999999999885e-01,2.959999999999999853e-01
3.930000000000000160e-01,3.220000000000000084e-01
4.060000000000000275e-01,3.290000000000000147e-01
4.050000000000000266e-01,3.230000000000000093e-01
4.060000000000000275e-01,3.190000000000000058e-01
4.219999999999999862e-01,3.210000000000000075e-01
4.279999999999999916e-01,3.280000000000000138e-01
4.279999999999999916e-01,3.250000000000000111e-01
4.329999999999999960e-01,3.270000000000000129e-01
4.329999999999999960e-01,3.230000000000000093e-01
4.369999999999999996e-01,3.240000000000000102e-01
4.450000000000000067e-01,3.320000000000000173e-01
4.319999999999999951e-01,3.240000000000000102e-01
4.329999999999999960e-01,3.280000000000000138e-01
4.269999999999999907e-01,3.270000000000000129e-01
4.279999999999999916e-01,3.320000000000000173e-01
4.169999999999999818e-01,3.320000000000000173e-01
4.119999999999999774e-01,3.320000000000000173e-01
4.050000000000000266e-01,3.320000000000000173e-01
3.960000000000000187e-01,3.300000000000000155e-01
3.890000000000000124e-01,3.330000000000000182e-01
3.800000000000000044e-01,3.340000000000000191e-01
3.719999999999999973e-01,3.330000000000000182e-01
3.599999999999999867e-01,3.300000000000000155e-01
3.589999999999999858e-01,3.330000000000000182e-01
3.559999999999999831e-01,3.340000000000000191e-01
3.499999999999999778e-01,3.320000000000000173e-01
3.539999999999999813e-01,3.380000000000000226e-01
3.489999999999999769e-01,3.310000000000000164e-01
3.519999999999999796e-01,3.330000000000000182e-01
3.549999999999999822e-01,3.330000000000000182e-01
3.589999999999999858e-01,3.330000000000000182e-01
3.649999999999999911e-01,3.310000000000000164e-01
3.709999999999999964e-01,3.320000000000000173e-01
3.770000000000000018e-01,3.310000000000000164e-01
3.810000000000000053e-01,3.280000000000000138e-01
3.940000000000000169e-01,3.300000000000000155e-01
4.040000000000000258e-01,3.310000000000000164e-01
4.099999999999999756e-01,3.300000000000000155e-01
4.169999999999999818e-01,3.290000000000000147e-01
4.279999999999999916e-01,3.310000000000000164e-01
4.179999999999999827e-01,3.220000000000000084e-01
4.420000000000000040e-01,3.330000000000000182e-01
4.440000000000000058e-01,3.320000000000000173e-01
4.400000000000000022e-01,3.260000000000000120e-01
4.470000000000000084e-01,3.310000000000000164e-01
4.460000000000000075e-01,3.300000000000000155e-01
4.420000000000000040e-01,3.300000000000000155e-01
4.420000000000000040e-01,3.310000000000000164e-01
4.380000000000000004e-01,3.320000000000000173e-01
4.329999999999999960e-01,3.330000000000000182e-01
4.269999999999999907e-01,3.320000000000000173e-01
4.149999999999999800e-01,3.290000000000000147e-01
4.099999999999999756e-01,3.330000000000000182e-01
4.020000000000000240e-01,3.320000000000000173e-01
3.880000000000000115e-01,3.280000000000000138e-01
3.900000000000000133e-01,3.360000000000000209e-01
3.709999999999999964e-01,3.270000000000000129e-01
3.699999999999999956e-01,3.360000000000000209e-01
3.489999999999999769e-01,3.190000000000000058e-01
3.589999999999999858e-01,3.300000000000000155e-01
3.439999999999999725e-01,3.190000000000000058e-01
3.549999999999999822e-01,3.320000000000000173e-01
3.499999999999999778e-01,3.270000000000000129e-01
3.479999999999999760e-01,3.240000000000000102e-01
3.270000000000000129e-01,3.029999999999999916e-01
3.340000000000000191e-01,3.099999999999999978e-01
3.469999999999999751e-01,3.099999999999999978e-01
3.499999999999999778e-01,3.130000000000000004e-01
