5.530000000000000471e-01,7.280000000000000360e-02,-2.550000000000000183e-03,-3.599999999999999728e-02
5.689999999999999503e-01,8.390000000000000235e-02,2.020000000000000129e-01,-4.030000000000000249e-02
5.689999999999999503e-01,8.169999999999999485e-02,1.690000000000000113e-01,1.439999999999999961e-02
5.719999999999999529e-01,8.179999999999999771e-02,1.839999999999999969e-01,7.369999999999999815e-03
5.749999999999999556e-01,8.000000000000000167e-02,1.640000000000000069e-01,4.409999999999999858e-03
5.789999999999999591e-01,7.950000000000000122e-02,1.620000000000000051e-01,1.380000000000000115e-01
5.789999999999999591e-01,7.259999999999999787e-02,9.769999999999999518e-02,-2.149999999999999828e-02
5.829999999999999627e-01,7.560000000000000053e-02,1.360000000000000098e-01,1.910000000000000031e-01
5.809999999999999609e-01,7.180000000000000271e-02,1.100000000000000006e-01,5.299999999999999850e-02
5.789999999999999591e-01,7.049999999999999323e-02,9.690000000000000002e-02,4.859999999999999737e-03
5.749999999999999556e-01,6.980000000000000093e-02,1.049999999999999961e-01,1.610000000000000042e-01
5.699999999999999512e-01,7.069999999999999896e-02,1.110000000000000014e-01,2.479999999999999982e-01
5.610000000000000542e-01,6.769999999999999629e-02,9.210000000000000131e-02,1.330000000000000071e-01
5.530000000000000471e-01,6.769999999999999629e-02,9.039999999999999425e-02,1.229999999999999982e-01
5.440000000000000391e-01,6.800000000000000488e-02,9.489999999999999825e-02,2.099999999999999922e-01
5.340000000000000302e-01,6.779999999999999916e-02,9.279999999999999361e-02,2.010000000000000120e-01
5.210000000000000187e-01,6.690000000000000113e-02,8.719999999999999973e-02,1.799999999999999933e-01
5.100000000000000089e-01,6.529999999999999694e-02,8.140000000000000013e-02,1.499999999999999944e-01
5.010000000000000009e-01,6.519999999999999407e-02,7.879999999999999505e-02,1.559999999999999998e-01
4.909999999999999920e-01,6.320000000000000617e-02,7.220000000000000029e-02,1.229999999999999982e-01
4.839999999999999858e-01,6.250000000000000000e-02,6.869999999999999718e-02,1.019999999999999934e-01
4.779999999999999805e-01,6.329999999999999516e-02,7.320000000000000118e-02,1.549999999999999989e-01
4.739999999999999769e-01,6.310000000000000331e-02,7.299999999999999545e-02,1.429999999999999882e-01
4.729999999999999760e-01,6.239999999999999714e-02,7.040000000000000424e-02,1.409999999999999865e-01
4.739999999999999769e-01,6.160000000000000198e-02,6.669999999999999540e-02,1.250000000000000000e-01
4.779999999999999805e-01,6.149999999999999911e-02,6.759999999999999343e-02,1.360000000000000098e-01
4.829999999999999849e-01,6.189999999999999669e-02,6.759999999999999343e-02,1.330000000000000071e-01
