1.050000000000000044e+00,9.789999999999999813e-01
9.849999999999999867e-01,9.829999999999999849e-01
1.080000000000000071e+00,9.709999999999999742e-01
1.050000000000000044e+00,9.819999999999999840e-01
1.050000000000000044e+00,9.739999999999999769e-01
1.120000000000000107e+00,9.689999999999999725e-01
1.030000000000000027e+00,9.859999999999999876e-01
9.709999999999999742e-01,9.739999999999999769e-01
1.000000000000000000e+00,9.819999999999999840e-01
9.929999999999999938e-01,9.819999999999999840e-01
1.040000000000000036e+00,9.829999999999999849e-01
9.849999999999999867e-01,9.879999999999999893e-01
1.010000000000000009e+00,9.829999999999999849e-01
1.080000000000000071e+00,9.699999999999999734e-01
1.050000000000000044e+00,9.659999999999999698e-01
1.040000000000000036e+00,9.829999999999999849e-01
9.879999999999999893e-01,9.809999999999999831e-01
