"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-04-30,Syddanmark,130230,1224627,10.6
2021-05-01,Syddanmark,132420,1224627,10.8
2021-05-02,Syddanmark,134396,1224627,11.0
2021-05-03,Syddanmark,138480,1224627,11.3
2021-05-04,Syddanmark,142510,1224627,11.6
2021-05-05,Syddanmark,146723,1224627,12.0
2021-05-06,Syddanmark,151854,1224627,12.4
2021-05-07,Syddanmark,157432,1224627,12.9
2021-05-08,Syddanmark,161269,1224627,13.2
2021-05-09,Syddanmark,164172,1224627,13.4
2021-05-10,Syddanmark,178448,1224627,14.6
2021-05-11,Syddanmark,184193,1224627,15.0
2021-05-12,Syddanmark,190466,1224627,15.6
2021-05-13,Syddanmark,192813,1224627,15.7
2021-05-14,Syddanmark,199854,1224627,16.3
2021-05-15,Syddanmark,204494,1224627,16.7
2021-05-16,Syddanmark,208354,1224627,17.0
2021-05-17,Syddanmark,215113,1224627,17.6
2021-05-18,Syddanmark,224488,1224627,18.3
2021-05-19,Syddanmark,229327,1224627,18.7
2021-05-20,Syddanmark,234594,1224627,19.2
2021-05-21,Syddanmark,241324,1224627,19.7
2021-05-22,Syddanmark,245680,1224627,20.1
2021-05-23,Syddanmark,249146,1224627,20.3
2021-05-24,Syddanmark,252836,1224627,20.6
2021-05-25,Syddanmark,259112,1224627,21.2
2021-05-26,Syddanmark,264522,1224627,21.6
2021-05-27,Syddanmark,267988,1224627,21.9
2021-05-28,Syddanmark,270759,1224627,22.1
2021-05-29,Syddanmark,272426,1224627,22.2
2021-05-30,Syddanmark,273918,1224627,22.4
2021-05-31,Syddanmark,276540,1224627,22.6
2021-06-01,Syddanmark,280665,1224627,22.9
2021-06-02,Syddanmark,283303,1224627,23.1
2021-06-03,Syddanmark,285853,1224627,23.3
2021-06-04,Syddanmark,288886,1224627,23.6
2021-06-05,Syddanmark,290587,1224627,23.7
2021-06-06,Syddanmark,292438,1224627,23.9
2021-06-07,Syddanmark,295316,1224627,24.1
2021-06-08,Syddanmark,298629,1224627,24.4
2021-06-09,Syddanmark,302476,1224627,24.7
2021-06-10,Syddanmark,306905,1224627,25.1
2021-06-11,Syddanmark,311231,1224627,25.4
2021-06-12,Syddanmark,314303,1224627,25.7
2021-06-13,Syddanmark,317883,1224627,26.0
2021-06-14,Syddanmark,321210,1224627,26.2
2021-06-15,Syddanmark,325255,1224627,26.6
